line, word
2107, thought,
2107, 'till
2107, its
2107, ears
2107, have
2107, come,
2107, or
2107, at
2107, least
2107, one
2108, of
2108, them.'
2108, In
2108, another
2108, minute
2108, the
2108, whole
2108, head
2108, appeared,
2108, and
2108, then
2108, Alice
2108, put
2109, down
2109, her
2109, flamingo,
2109, and
2109, began
2109, an
2109, account
2109, of
2109, the
2109, game,
2109, feeling
2109, very
2109, glad
2110, she
2110, had
2110, someone
2110, to
2110, listen
2110, to
2110, her.
2110, The
2110, Cat
2110, seemed
2110, to
2110, think
2110, that
2110, there
2110, was
2111, enough
2111, of
2111, it
2111, now
2111, in
2111, sight,
2111, and
2111, no
2111, more
2111, of
2111, it
2111, appeared.
2112, 
2113, 'I
2113, don't
2113, think
2113, they
2113, play
2113, at
2113, all
2113, fairly,'
2113, Alice
2113, began,
2113, in
2113, rather
2113, a
2114, complaining
2114, tone,
2114, 'and
2114, they
2114, all
2114, quarrel
2114, so
2114, dreadfully
2114, one
2114, can't
2114, hear
2115, oneself
2115, speak--and
2115, they
2115, don't
2115, seem
2115, to
2115, have
2115, any
2115, rules
2115, in
2115, particular;
2116, at
2116, least,
2116, if
2116, there
2116, are,
2116, nobody
2116, attends
2116, to
2116, them--and
2116, you've
2116, no
2116, idea
2116, how
2117, confusing
2117, it
2117, is
2117, all
2117, the
2117, things
2117, being
2117, alive;
2117, for
2117, instance,
2117, there's
2117, the
2118, arch
2118, I've
2118, got
2118, to
2118, go
2118, through
2118, next
2118, walking
2118, about
2118, at
2118, the
2118, other
2118, end
2118, of
2118, the
2119, ground--and
2119, I
2119, should
2119, have
2119, croqueted
2119, the
2119, Queen's
2119, hedgehog
2119, just
2119, now,
2119, only
2120, it
2120, ran
2120, away
2120, when
2120, it
2120, saw
2120, mine
2120, coming!'
2121, 
2122, 'How
2122, do
2122, you
2122, like
2122, the
2122, Queen?'
2122, said
2122, the
2122, Cat
2122, in
2122, a
2122, low
2122, voice.
2123, 
2124, 'Not
2124, at
2124, all,'
2124, said
2124, Alice:
2124, 'she's
2124, so
2124, extremely--'
2124, Just
2124, then
2124, she
2124, noticed
2125, that
2125, the
2125, Queen
2125, was
2125, close
2125, behind
2125, her,
2125, listening:
2125, so
2125, she
2125, went
2125, on,
2126, '--likely
2126, to
2126, win,
2126, that
2126, it's
2126, hardly
2126, worth
2126, while
2126, finishing
2126, the
2126, game.'
2127, 
2128, The
2128, Queen
2128, smiled
2128, and
2128, passed
2128, on.
2129, 
2130, 'Who
2130, ARE
2130, you
2130, talking
2130, to?'
2130, said
2130, the
2130, King,
2130, going
2130, up
2130, to
2130, Alice,
2130, and
2130, looking
2131, at
2131, the
2131, Cat's
2131, head
2131, with
2131, great
2131, curiosity.
2132, 
2133, 'It's
2133, a
2133, friend
2133, of
2133, mine--a
2133, Cheshire
2133, Cat,'
2133, said
2133, Alice:
2133, 'allow
2133, me
2133, to
2134, introduce
2134, it.'
2135, 
2136, 'I
2136, don't
2136, like
2136, the
2136, look
2136, of
2136, it
2136, at
2136, all,'
2136, said
2136, the
2136, King:
2136, 'however,
2136, it
2136, may
2137, kiss
2137, my
2137, hand
2137, if
2137, it
2137, likes.'
2138, 
2139, 'I'd
2139, rather
2139, not,'
2139, the
2139, Cat
2139, remarked.
2140, 
2141, 'Don't
2141, be
2141, impertinent,'
2141, said
2141, the
2141, King,
2141, 'and
2141, don't
2141, look
2141, at
2141, me
2141, like
2141, that!'
2142, He
2142, got
2142, behind
2142, Alice
2142, as
2142, he
2142, spoke.
2143, 
2144, 'A
2144, cat
2144, may
2144, look
2144, at
2144, a
2144, king,'
2144, said
2144, Alice.
2144, 'I've
2144, read
2144, that
2144, in
2144, some
2144, book,
2145, but
2145, I
2145, don't
2145, remember
2145, where.'
2146, 
2147, 'Well,
2147, it
2147, must
2147, be
2147, removed,'
2147, said
2147, the
2147, King
2147, very
2147, decidedly,
2147, and
2147, he
2147, called
2148, the
2148, Queen,
2148, who
2148, was
2148, passing
2148, at
2148, the
2148, moment,
2148, 'My
2148, dear!
2148, I
2148, wish
2148, you
2148, would
2149, have
2149, this
2149, cat
2149, removed!'
2150, 
2151, The
2151, Queen
2151, had
2151, only
2151, one
2151, way
2151, of
2151, settling
2151, all
2151, difficulties,
2151, great
2151, or
2151, small.
2152, 'Off
2152, with
2152, his
2152, head!'
2152, she
2152, said,
2152, without
2152, even
2152, looking
2152, round.
2153, 
2154, 'I'll
2154, fetch
2154, the
2154, executioner
2154, myself,'
2154, said
2154, the
2154, King
2154, eagerly,
2154, and
2154, he
2155, hurried
2155, off.
2156, 
2157, Alice
2157, thought
2157, she
2157, might
2157, as
2157, well
2157, go
2157, back,
2157, and
2157, see
2157, how
2157, the
2157, game
2157, was
2157, going
2158, on,
2158, as
2158, she
2158, heard
2158, the
2158, Queen's
2158, voice
2158, in
2158, the
2158, distance,
2158, screaming
2158, with
2159, passion.
2159, She
2159, had
2159, already
2159, heard
2159, her
2159, sentence
2159, three
2159, of
2159, the
2159, players
2159, to
2159, be
2160, executed
2160, for
2160, having
2160, missed
2160, their
2160, turns,
2160, and
2160, she
2160, did
2160, not
2160, like
2160, the
2160, look
2161, of
2161, things
2161, at
2161, all,
2161, as
2161, the
2161, game
2161, was
2161, in
2161, such
2161, confusion
2161, that
2161, she
2161, never
2161, knew
2162, whether
2162, it
2162, was
2162, her
2162, turn
2162, or
2162, not.
2162, So
2162, she
2162, went
2162, in
2162, search
2162, of
2162, her
2162, hedgehog.
2163, 
2164, The
2164, hedgehog
2164, was
2164, engaged
2164, in
2164, a
2164, fight
2164, with
2164, another
2164, hedgehog,
2164, which
2164, seemed
2165, to
2165, Alice
2165, an
2165, excellent
2165, opportunity
2165, for
2165, croqueting
2165, one
2165, of
2165, them
2165, with
2165, the
2166, other:
2166, the
2166, only
2166, difficulty
2166, was,
2166, that
2166, her
2166, flamingo
2166, was
2166, gone
2166, across
2166, to
2166, the
2167, other
2167, side
2167, of
2167, the
2167, garden,
2167, where
2167, Alice
2167, could
2167, see
2167, it
2167, trying
2167, in
2167, a
2167, helpless
2168, sort
2168, of
2168, way
2168, to
2168, fly
2168, up
2168, into
2168, a
2168, tree.
2169, 
2170, By
2170, the
2170, time
2170, she
2170, had
2170, caught
2170, the
2170, flamingo
2170, and
2170, brought
2170, it
2170, back,
2170, the
2170, fight
2171, was
2171, over,
2171, and
2171, both
2171, the
2171, hedgehogs
2171, were
2171, out
2171, of
2171, sight:
2171, 'but
2171, it
2171, doesn't
2172, matter
2172, much,'
2172, thought
2172, Alice,
2172, 'as
2172, all
2172, the
2172, arches
2172, are
2172, gone
2172, from
2172, this
2172, side
2173, of
2173, the
2173, ground.'
2173, So
2173, she
2173, tucked
2173, it
2173, away
2173, under
2173, her
2173, arm,
2173, that
2173, it
2173, might
2173, not
2174, escape
2174, again,
2174, and
2174, went
2174, back
2174, for
2174, a
2174, little
2174, more
2174, conversation
2174, with
2174, her
2175, friend.
2176, 
2177, When
2177, she
2177, got
2177, back
2177, to
2177, the
2177, Cheshire
2177, Cat,
2177, she
2177, was
2177, surprised
2177, to
2177, find
2177, quite
2177, a
2178, large
2178, crowd
2178, collected
2178, round
2178, it:
2178, there
2178, was
2178, a
2178, dispute
2178, going
2178, on
2178, between
2179, the
2179, executioner,
2179, the
2179, King,
2179, and
2179, the
2179, Queen,
2179, who
2179, were
2179, all
2179, talking
2179, at
2179, once,
2180, while
2180, all
2180, the
2180, rest
2180, were
2180, quite
2180, silent,
2180, and
2180, looked
2180, very
2180, uncomfortable.
2181, 
2182, The
2182, moment
2182, Alice
2182, appeared,
2182, she
2182, was
2182, appealed
2182, to
2182, by
2182, all
2182, three
2182, to
2182, settle
2183, the
2183, question,
2183, and
2183, they
2183, repeated
2183, their
2183, arguments
2183, to
2183, her,
2183, though,
2183, as
2183, they
2184, all
2184, spoke
2184, at
2184, once,
2184, she
2184, found
2184, it
2184, very
2184, hard
2184, indeed
2184, to
2184, make
2184, out
2184, exactly
2185, what
2185, they
2185, said.
2186, 
2187, The
2187, executioner's
2187, argument
2187, was,
2187, that
2187, you
2187, couldn't
2187, cut
2187, off
2187, a
2187, head
2187, unless
2188, there
2188, was
2188, a
2188, body
2188, to
2188, cut
2188, it
2188, off
2188, from:
2188, that
2188, he
2188, had
2188, never
2188, had
2188, to
2188, do
2188, such
2188, a
2189, thing
2189, before,
2189, and
2189, he
2189, wasn't
2189, going
2189, to
2189, begin
2189, at
2189, HIS
2189, time
2189, of
2189, life.
2190, 
2191, The
2191, King's
2191, argument
2191, was,
2191, that
2191, anything
2191, that
2191, had
2191, a
2191, head
2191, could
2191, be
2192, beheaded,
2192, and
2192, that
2192, you
2192, weren't
2192, to
2192, talk
2192, nonsense.
2193, 
2194, The
2194, Queen's
2194, argument
2194, was,
2194, that
2194, if
2194, something
2194, wasn't
2194, done
2194, about
2194, it
2194, in
2194, less
2195, than
2195, no
2195, time
2195, she'd
2195, have
2195, everybody
2195, executed,
2195, all
2195, round.
2195, (It
2195, was
2195, this
2195, last
2196, remark
2196, that
2196, had
2196, made
2196, the
2196, whole
2196, party
2196, look
2196, so
2196, grave
2196, and
2196, anxious.)
2197, 
2198, Alice
2198, could
2198, think
2198, of
2198, nothing
2198, else
2198, to
2198, say
2198, but
2198, 'It
2198, belongs
2198, to
2198, the
2198, Duchess:
2199, you'd
2199, better
2199, ask
2199, HER
2199, about
2199, it.'
2200, 
2201, 'She's
2201, in
2201, prison,'
2201, the
2201, Queen
2201, said
2201, to
2201, the
2201, executioner:
2201, 'fetch
2201, her
2201, here.'
2202, And
2202, the
2202, executioner
2202, went
2202, off
2202, like
2202, an
2202, arrow.
2203, 
2204, The
2204, Cat's
2204, head
2204, began
2204, fading
2204, away
2204, the
2204, moment
2204, he
2204, was
2204, gone,
2204, and,
2205, by
2205, the
2205, time
2205, he
2205, had
2205, come
2205, back
2205, with
2205, the
2205, Duchess,
2205, it
2205, had
2205, entirely
2206, disappeared;
2206, so
2206, the
2206, King
2206, and
2206, the
2206, executioner
2206, ran
2206, wildly
2206, up
2206, and
2206, down
2207, looking
2207, for
2207, it,
2207, while
2207, the
2207, rest
2207, of
2207, the
2207, party
2207, went
2207, back
2207, to
2207, the
2207, game.
2208, 
2209, 
2210, 
2211, 
2212, CHAPTER
2212, IX.
2212, The
2212, Mock
2212, Turtle's
2212, Story
2213, 
2214, 'You
2214, can't
2214, think
2214, how
2214, glad
2214, I
2214, am
2214, to
2214, see
2214, you
2214, again,
2214, you
2214, dear
2214, old
2214, thing!'
2215, said
2215, the
2215, Duchess,
2215, as
2215, she
2215, tucked
2215, her
2215, arm
2215, affectionately
2215, into
2215, Alice's,
2215, and
2216, they
2216, walked
2216, off
2216, together.
2217, 
2218, Alice
2218, was
2218, very
2218, glad
2218, to
2218, find
2218, her
2218, in
2218, such
2218, a
2218, pleasant
2218, temper,
2218, and
2218, thought
2219, to
2219, herself
2219, that
2219, perhaps
2219, it
2219, was
2219, only
2219, the
2219, pepper
2219, that
2219, had
2219, made
2219, her
2219, so
2220, savage
2220, when
2220, they
2220, met
2220, in
2220, the
2220, kitchen.
2221, 
2222, 'When
2222, I'M
2222, a
2222, Duchess,'
2222, she
2222, said
2222, to
2222, herself,
2222, (not
2222, in
2222, a
2222, very
2222, hopeful
2222, tone
2223, though),
2223, 'I
2223, won't
2223, have
2223, any
2223, pepper
2223, in
2223, my
2223, kitchen
2223, AT
2223, ALL.
2223, Soup
2223, does
2223, very
2224, well
2224, without--Maybe
2224, it's
2224, always
2224, pepper
2224, that
2224, makes
2224, people
2224, hot-tempered,'
2225, she
2225, went
2225, on,
2225, very
2225, much
2225, pleased
2225, at
2225, having
2225, found
2225, out
2225, a
2225, new
2225, kind
2225, of
2226, rule,
2226, 'and
2226, vinegar
2226, that
2226, makes
2226, them
2226, sour--and
2226, camomile
2226, that
2226, makes
2227, them
2227, bitter--and--and
2227, barley-sugar
2227, and
2227, such
2227, things
2227, that
2227, make
2227, children
2228, sweet-tempered.
2228, I
2228, only
2228, wish
2228, people
2228, knew
2228, that:
2228, then
2228, they
2228, wouldn't
2228, be
2228, so
2229, stingy
2229, about
2229, it,
2229, you
2229, know--'
2230, 
2231, She
2231, had
2231, quite
2231, forgotten
2231, the
2231, Duchess
2231, by
2231, this
2231, time,
2231, and
2231, was
2231, a
2231, little
2232, startled
2232, when
2232, she
2232, heard
2232, her
2232, voice
2232, close
2232, to
2232, her
2232, ear.
2232, 'You're
2232, thinking
2233, about
2233, something,
2233, my
2233, dear,
2233, and
2233, that
2233, makes
2233, you
2233, forget
2233, to
2233, talk.
2233, I
2233, can't
2234, tell
2234, you
2234, just
2234, now
2234, what
2234, the
2234, moral
2234, of
2234, that
2234, is,
2234, but
2234, I
2234, shall
2234, remember
2234, it
2234, in
2235, a
2235, bit.'
2236, 
2237, 'Perhaps
2237, it
2237, hasn't
2237, one,'
2237, Alice
2237, ventured
2237, to
2237, remark.
2238, 
2239, 'Tut,
2239, tut,
2239, child!'
2239, said
2239, the
2239, Duchess.
2239, 'Everything's
2239, got
2239, a
2239, moral,
2239, if
2239, only
2240, you
2240, can
2240, find
2240, it.'
2240, And
2240, she
2240, squeezed
2240, herself
2240, up
2240, closer
2240, to
2240, Alice's
2240, side
2240, as
2241, she
2241, spoke.
2242, 
2243, Alice
2243, did
2243, not
2243, much
2243, like
2243, keeping
2243, so
2243, close
2243, to
2243, her:
2243, first,
2243, because
2243, the
2244, Duchess
2244, was
2244, VERY
2244, ugly;
2244, and
2244, secondly,
2244, because
2244, she
2244, was
2244, exactly
2244, the
2245, right
2245, height
2245, to
2245, rest
2245, her
2245, chin
2245, upon
2245, Alice's
2245, shoulder,
2245, and
2245, it
2245, was
2245, an
2246, uncomfortably
2246, sharp
2246, chin.
2246, However,
2246, she
2246, did
2246, not
2246, like
2246, to
2246, be
2246, rude,
2246, so
2246, she
2247, bore
2247, it
2247, as
2247, well
2247, as
2247, she
2247, could.
2248, 
2249, 'The
2249, game's
2249, going
2249, on
2249, rather
2249, better
2249, now,'
2249, she
2249, said,
2249, by
2249, way
2249, of
2249, keeping
2249, up
2250, the
2250, conversation
2250, a
2250, little.
2251, 
2252, ''Tis
2252, so,'
2252, said
2252, the
2252, Duchess:
2252, 'and
2252, the
2252, moral
2252, of
2252, that
2252, is--"Oh,
2252, 'tis
2252, love,
2253, 'tis
2253, love,
2253, that
2253, makes
2253, the
2253, world
2253, go
2253, round!"'
2254, 
2255, 'Somebody
2255, said,'
2255, Alice
2255, whispered,
2255, 'that
2255, it's
2255, done
2255, by
2255, everybody
2255, minding
2256, their
2256, own
2256, business!'
2257, 
2258, 'Ah,
2258, well!
2258, It
2258, means
2258, much
2258, the
2258, same
2258, thing,'
2258, said
2258, the
2258, Duchess,
2258, digging
2258, her
2259, sharp
2259, little
2259, chin
2259, into
2259, Alice's
2259, shoulder
2259, as
2259, she
2259, added,
2259, 'and
2259, the
2259, moral
2260, of
2260, THAT
2260, is--"Take
2260, care
2260, of
2260, the
2260, sense,
2260, and
2260, the
2260, sounds
2260, will
2260, take
2260, care
2260, of
2261, themselves."'
2262, 
2263, 'How
2263, fond
2263, she
2263, is
2263, of
2263, finding
2263, morals
2263, in
2263, things!'
2263, Alice
2263, thought
2263, to
2263, herself.
2264, 
2265, 'I
2265, dare
2265, say
2265, you're
2265, wondering
2265, why
2265, I
2265, don't
2265, put
2265, my
2265, arm
2265, round
2265, your
2265, waist,'
2266, the
2266, Duchess
2266, said
2266, after
2266, a
2266, pause:
2266, 'the
2266, reason
2266, is,
2266, that
2266, I'm
2266, doubtful
2266, about
2267, the
2267, temper
2267, of
2267, your
2267, flamingo.
2267, Shall
2267, I
2267, try
2267, the
2267, experiment?'
2268, 
2269, 'HE
2269, might
2269, bite,'
2269, Alice
2269, cautiously
2269, replied,
2269, not
2269, feeling
2269, at
2269, all
2269, anxious
2269, to
2270, have
2270, the
2270, experiment
2270, tried.
2271, 
2272, 'Very
2272, true,'
2272, said
2272, the
2272, Duchess:
2272, 'flamingoes
2272, and
2272, mustard
2272, both
2272, bite.
2272, And
2273, the
2273, moral
2273, of
2273, that
2273, is--"Birds
2273, of
2273, a
2273, feather
2273, flock
2273, together."'
2274, 
2275, 'Only
2275, mustard
2275, isn't
2275, a
2275, bird,'
2275, Alice
2275, remarked.
2276, 
2277, 'Right,
2277, as
2277, usual,'
2277, said
2277, the
2277, Duchess:
2277, 'what
2277, a
2277, clear
2277, way
2277, you
2277, have
2277, of
2278, putting
2278, things!'
2279, 
2280, 'It's
2280, a
2280, mineral,
2280, I
2280, THINK,'
2280, said
2280, Alice.
2281, 
2282, 'Of
2282, course
2282, it
2282, is,'
2282, said
2282, the
2282, Duchess,
2282, who
2282, seemed
2282, ready
2282, to
2282, agree
2282, to
2283, everything
2283, that
2283, Alice
2283, said;
2283, 'there's
2283, a
2283, large
2283, mustard-mine
2283, near
2283, here.
2283, And
2284, the
2284, moral
2284, of
2284, that
2284, is--"The
2284, more
2284, there
2284, is
2284, of
2284, mine,
2284, the
2284, less
2284, there
2284, is
2284, of
2285, yours."'
2286, 
2287, 'Oh,
2287, I
2287, know!'
2287, exclaimed
2287, Alice,
2287, who
2287, had
2287, not
2287, attended
2287, to
2287, this
2287, last
2287, remark,
2288, 'it's
2288, a
2288, vegetable.
2288, It
2288, doesn't
2288, look
2288, like
2288, one,
2288, but
2288, it
2288, is.'
2289, 
2290, 'I
2290, quite
2290, agree
2290, with
2290, you,'
2290, said
2290, the
2290, Duchess;
2290, 'and
2290, the
2290, moral
2290, of
2290, that
2291, is--"Be
2291, what
2291, you
2291, would
2291, seem
2291, to
2291, be"--or
2291, if
2291, you'd
2291, like
2291, it
2291, put
2291, more
2292, simply--"Never
2292, imagine
2292, yourself
2292, not
2292, to
2292, be
2292, otherwise
2292, than
2292, what
2292, it
2292, might
2293, appear
2293, to
2293, others
2293, that
2293, what
2293, you
2293, were
2293, or
2293, might
2293, have
2293, been
2293, was
2293, not
2293, otherwise
2294, than
2294, what
2294, you
2294, had
2294, been
2294, would
2294, have
2294, appeared
2294, to
2294, them
2294, to
2294, be
2294, otherwise."'
2295, 
2296, 'I
2296, think
2296, I
2296, should
2296, understand
2296, that
2296, better,'
2296, Alice
2296, said
2296, very
2296, politely,
2296, 'if
2297, I
2297, had
2297, it
2297, written
2297, down:
2297, but
2297, I
2297, can't
2297, quite
2297, follow
2297, it
2297, as
2297, you
2297, say
2297, it.'
2298, 
2299, 'That's
2299, nothing
2299, to
2299, what
2299, I
2299, could
2299, say
2299, if
2299, I
2299, chose,'
2299, the
2299, Duchess
2299, replied,
2299, in
2300, a
2300, pleased
2300, tone.
2301, 
2302, 'Pray
2302, don't
2302, trouble
2302, yourself
2302, to
2302, say
2302, it
2302, any
2302, longer
2302, than
2302, that,'
2302, said
2303, Alice.
2304, 
2305, 'Oh,
2305, don't
2305, talk
2305, about
2305, trouble!'
2305, said
2305, the
2305, Duchess.
2305, 'I
2305, make
2305, you
2305, a
2305, present
2306, of
2306, everything
2306, I've
2306, said
2306, as
2306, yet.'
2307, 
2308, 'A
2308, cheap
2308, sort
2308, of
2308, present!'
2308, thought
2308, Alice.
2308, 'I'm
2308, glad
2308, they
2308, don't
2308, give
2309, birthday
2309, presents
2309, like
2309, that!'
2309, But
2309, she
2309, did
2309, not
2309, venture
2309, to
2309, say
2309, it
2309, out
2310, loud.
2311, 
2312, 'Thinking
2312, again?'
2312, the
2312, Duchess
2312, asked,
2312, with
2312, another
2312, dig
2312, of
2312, her
2312, sharp
2313, little
2313, chin.
2314, 
2315, 'I've
2315, a
2315, right
2315, to
2315, think,'
2315, said
2315, Alice
2315, sharply,
2315, for
2315, she
2315, was
2315, beginning
2315, to
2316, feel
2316, a
2316, little
2316, worried.
2317, 
2318, 'Just
2318, about
2318, as
2318, much
2318, right,'
2318, said
2318, the
2318, Duchess,
2318, 'as
2318, pigs
2318, have
2318, to
2318, fly;
2318, and
2319, the
2319, m--'
2320, 
2321, But
2321, here,
2321, to
2321, Alice's
2321, great
2321, surprise,
2321, the
2321, Duchess's
2321, voice
2321, died
2321, away,
2321, even
2322, in
2322, the
2322, middle
2322, of
2322, her
2322, favourite
2322, word
2322, 'moral,'
2322, and
2322, the
2322, arm
2322, that
2322, was
2322, linked
2323, into
2323, hers
2323, began
2323, to
2323, tremble.
2323, Alice
2323, looked
2323, up,
2323, and
2323, there
2323, stood
2323, the
2323, Queen
2324, in
2324, front
2324, of
2324, them,
2324, with
2324, her
2324, arms
2324, folded,
2324, frowning
2324, like
2324, a
2324, thunderstorm.
2325, 
2326, 'A
2326, fine
2326, day,
2326, your
2326, Majesty!'
2326, the
2326, Duchess
2326, began
2326, in
2326, a
2326, low,
2326, weak
2326, voice.
2327, 
2328, 'Now,
2328, I
2328, give
2328, you
2328, fair
2328, warning,'
2328, shouted
2328, the
2328, Queen,
2328, stamping
2328, on
2328, the
2329, ground
2329, as
2329, she
2329, spoke;
2329, 'either
2329, you
2329, or
2329, your
2329, head
2329, must
2329, be
2329, off,
2329, and
2329, that
2329, in
2330, about
2330, half
2330, no
2330, time!
2330, Take
2330, your
2330, choice!'
2331, 
2332, The
2332, Duchess
2332, took
2332, her
2332, choice,
2332, and
2332, was
2332, gone
2332, in
2332, a
2332, moment.
2333, 
2334, 'Let's
2334, go
2334, on
2334, with
2334, the
2334, game,'
2334, the
2334, Queen
2334, said
2334, to
2334, Alice;
2334, and
2334, Alice
2334, was
2335, too
2335, much
2335, frightened
2335, to
2335, say
2335, a
2335, word,
2335, but
2335, slowly
2335, followed
2335, her
2335, back
2335, to
2335, the
2336, croquet-ground.
2337, 
2338, The
2338, other
2338, guests
2338, had
2338, taken
2338, advantage
2338, of
2338, the
2338, Queen's
2338, absence,
2338, and
2338, were
2339, resting
2339, in
2339, the
2339, shade:
2339, however,
2339, the
2339, moment
2339, they
2339, saw
2339, her,
2339, they
2339, hurried
2340, back
2340, to
2340, the
2340, game,
2340, the
2340, Queen
2340, merely
2340, remarking
2340, that
2340, a
2340, moment's
2340, delay
2340, would
2341, cost
2341, them
2341, their
2341, lives.
2342, 
2343, All
2343, the
2343, time
2343, they
2343, were
2343, playing
2343, the
2343, Queen
2343, never
2343, left
2343, off
2343, quarrelling
2343, with
2344, the
2344, other
2344, players,
2344, and
2344, shouting
2344, 'Off
2344, with
2344, his
2344, head!'
2344, or
2344, 'Off
2344, with
2344, her
2345, head!'
2345, Those
2345, whom
2345, she
2345, sentenced
2345, were
2345, taken
2345, into
2345, custody
2345, by
2345, the
2345, soldiers,
2346, who
2346, of
2346, course
2346, had
2346, to
2346, leave
2346, off
2346, being
2346, arches
2346, to
2346, do
2346, this,
2346, so
2346, that
2346, by
2347, the
2347, end
2347, of
2347, half
2347, an
2347, hour
2347, or
2347, so
2347, there
2347, were
2347, no
2347, arches
2347, left,
2347, and
2347, all
2347, the
2348, players,
2348, except
2348, the
2348, King,
2348, the
2348, Queen,
2348, and
2348, Alice,
2348, were
2348, in
2348, custody
2348, and
2349, under
2349, sentence
2349, of
2349, execution.
2350, 
2351, Then
2351, the
2351, Queen
2351, left
2351, off,
2351, quite
2351, out
2351, of
2351, breath,
2351, and
2351, said
2351, to
2351, Alice,
2351, 'Have
2352, you
2352, seen
2352, the
2352, Mock
2352, Turtle
2352, yet?'
2353, 
2354, 'No,'
2354, said
2354, Alice.
2354, 'I
2354, don't
2354, even
2354, know
2354, what
2354, a
2354, Mock
2354, Turtle
2354, is.'
2355, 
2356, 'It's
2356, the
2356, thing
2356, Mock
2356, Turtle
2356, Soup
2356, is
2356, made
2356, from,'
2356, said
2356, the
2356, Queen.
2357, 
2358, 'I
2358, never
2358, saw
2358, one,
2358, or
2358, heard
2358, of
2358, one,'
2358, said
2358, Alice.
2359, 
2360, 'Come
2360, on,
2360, then,'
2360, said
2360, the
2360, Queen,
2360, 'and
2360, he
2360, shall
2360, tell
2360, you
2360, his
2360, history,'
2361, 
2362, As
2362, they
2362, walked
2362, off
2362, together,
2362, Alice
2362, heard
2362, the
2362, King
2362, say
2362, in
2362, a
2362, low
2362, voice,
2363, to
2363, the
2363, company
2363, generally,
2363, 'You
2363, are
2363, all
2363, pardoned.'
2363, 'Come,
2363, THAT'S
2363, a
2363, good
2364, thing!'
2364, she
2364, said
2364, to
2364, herself,
2364, for
2364, she
2364, had
2364, felt
2364, quite
2364, unhappy
2364, at
2364, the
2365, number
2365, of
2365, executions
2365, the
2365, Queen
2365, had
2365, ordered.
2366, 
2367, They
2367, very
2367, soon
2367, came
2367, upon
2367, a
2367, Gryphon,
2367, lying
2367, fast
2367, asleep
2367, in
2367, the
2367, sun.
2368, (IF
2368, you
2368, don't
2368, know
2368, what
2368, a
2368, Gryphon
2368, is,
2368, look
2368, at
2368, the
2368, picture.)
2368, 'Up,
2368, lazy
2369, thing!'
2369, said
2369, the
2369, Queen,
2369, 'and
2369, take
2369, this
2369, young
2369, lady
2369, to
2369, see
2369, the
2369, Mock
2370, Turtle,
2370, and
2370, to
2370, hear
2370, his
2370, history.
2370, I
2370, must
2370, go
2370, back
2370, and
2370, see
2370, after
2370, some
2371, executions
2371, I
2371, have
2371, ordered';
2371, and
2371, she
2371, walked
2371, off,
2371, leaving
2371, Alice
2371, alone
2371, with
2372, the
2372, Gryphon.
2372, Alice
2372, did
2372, not
2372, quite
2372, like
2372, the
2372, look
2372, of
2372, the
2372, creature,
2372, but
2372, on
2373, the
2373, whole
2373, she
2373, thought
2373, it
2373, would
2373, be
2373, quite
2373, as
2373, safe
2373, to
2373, stay
2373, with
2373, it
2373, as
2373, to
2373, go
2374, after
2374, that
2374, savage
2374, Queen:
2374, so
2374, she
2374, waited.
2375, 
2376, The
2376, Gryphon
2376, sat
2376, up
2376, and
2376, rubbed
2376, its
2376, eyes:
2376, then
2376, it
2376, watched
2376, the
2376, Queen
2376, till
2377, she
2377, was
2377, out
2377, of
2377, sight:
2377, then
2377, it
2377, chuckled.
2377, 'What
2377, fun!'
2377, said
2377, the
2377, Gryphon,
2378, half
2378, to
2378, itself,
2378, half
2378, to
2378, Alice.
2379, 
2380, 'What
2380, IS
2380, the
2380, fun?'
2380, said
2380, Alice.
2381, 
2382, 'Why,
2382, SHE,'
2382, said
2382, the
2382, Gryphon.
2382, 'It's
2382, all
2382, her
2382, fancy,
2382, that:
2382, they
2382, never
2383, executes
2383, nobody,
2383, you
2383, know.
2383, Come
2383, on!'
2384, 
2385, 'Everybody
2385, says
2385, "come
2385, on!"
2385, here,'
2385, thought
2385, Alice,
2385, as
2385, she
2385, went
2385, slowly
2386, after
2386, it:
2386, 'I
2386, never
2386, was
2386, so
2386, ordered
2386, about
2386, in
2386, all
2386, my
2386, life,
2386, never!'
2387, 
2388, They
2388, had
2388, not
2388, gone
2388, far
2388, before
2388, they
2388, saw
2388, the
2388, Mock
2388, Turtle
2388, in
2388, the
2388, distance,
2389, sitting
2389, sad
2389, and
2389, lonely
2389, on
2389, a
2389, little
2389, ledge
2389, of
2389, rock,
2389, and,
2389, as
2389, they
2389, came
2390, nearer,
2390, Alice
2390, could
2390, hear
2390, him
2390, sighing
2390, as
2390, if
2390, his
2390, heart
2390, would
2390, break.
2390, She
2391, pitied
2391, him
2391, deeply.
2391, 'What
2391, is
2391, his
2391, sorrow?'
2391, she
2391, asked
2391, the
2391, Gryphon,
2391, and
2391, the
2392, Gryphon
2392, answered,
2392, very
2392, nearly
2392, in
2392, the
2392, same
2392, words
2392, as
2392, before,
2392, 'It's
2392, all
2392, his
2393, fancy,
2393, that:
2393, he
2393, hasn't
2393, got
2393, no
2393, sorrow,
2393, you
2393, know.
2393, Come
2393, on!'
2394, 
2395, So
2395, they
2395, went
2395, up
2395, to
2395, the
2395, Mock
2395, Turtle,
2395, who
2395, looked
2395, at
2395, them
2395, with
